Telugu_sentence,English_sentence,source
6. మొక్కలలో కాంతి అనువర్తనం ఎలా జరుగుతుంది?(4531),6. How is light applied in plants?(4531),tides
7. మొక్కలు ఉద్దీపనలకు ఎలా ప్రతిస్పందిస్తాయో ఉదాహరణలివ్వండి. (AS),7. Give examples of how plants respond to stimuli. (AS),tides
8. మొక్కలలో వేరు కాంతికి వ్యతిరేఖంగా పెరుగుతాయనే విషయాన్ని చూపించడానికి ఒక ప్రయోగాన్ని సూచించండి. (AS),8. Suggest an experiment to show that roots in plants grow against light. (AS),ted
9. మీ శరీరంలోని హార్మోన్‌ల (ప్రభావం వలన కనబడే మార్పులకు ఉదాహరణలివ్వండి. (AS1),9. Give examples of changes in your body due to the effects of hormones. (AS1),indic2012
"10. నిర్మాణరీత్య నాడీకణం, సాధారణ కణం కంటే ఏ విధంగా భిన్నమైనది? వివరించండి. (ఉ51)",10. How is a structural neuron different from a normal cell? explain (U51),indic2012
11. నాడీకణ నిర్మాణం ప్రచోదనాల (ప్రసారానికి అనువుగా ఉందా? విశ్లేషించండి. (451),11. Is the structure of the neuron adapted to the transmission of impulses? Analyze. (451),tides
12. మానవుడు తెలివైన జంతువు.,12. Man is an intelligent animal.,ted
ఈ విధమైన నిర్ణయానికి రావడానికి గల కారణాలు చర్చించండి. (31),Discuss the reasons for reaching such a conclusion. (31),ted
13. చేతిలో ఉండే నాడీకణ ఆక్సాన్‌ కాలిలో ఉండే నాడీకణ ఆక్సాన్‌ కన్నా D8. దీనిని నీవు ఎలా సమర్థిస్తావు? (431),13. A neuron axon in a hand is D8 than a neuron axon in a leg. How do you justify this? (431),indic2012
14. అనేక ప్రచోదనాలకు సెకనులో పదోవంతులోనే (ప్రతీకార చర్యలు చూపుతాం.,14. We show (retaliatory measures) within a tenth of a second for many provocations.,tides
మన శరీరంలో గల ఈ అద్భుతమైన నియంత్రిత వ్యవస్థ గురించి నీవు ఏమనుకుంటున్నావు? (431),What do you think about this amazing regulatory system in our body? (431),indic2012
"15. కిందివానిలో నియంత్రిత, (ప్రతీకారచర్య అభ్యసిత ప్రతీకార చర్యలను గుర్తించండి. (451)","15. In the following identify the controlled, (retaliation practiced) acts of retaliation. (451)",tides
ఎ) కళ్ళు ఆర్బ్చడం వి) టేబులు తుడవడం సి) కీబోర్డు వాయించడం,a) burning eyes b) wiping tables c) playing keyboard,tides
డి) నోటిలో ఆహారం పెట్టుకోగానే లాలాజలం ఊరటం 23) విపరీతమైన శబ్దం విన్నపుడు చెవులు మూసుకోడం.,d) Salivation after putting food in the mouth 23) Closing the ears when hearing a loud noise.,tides
16. ఒక కుండీలోని మొక్కను మీ గదిలోని కిటికీ పక్కన ఉంచితే ఏం జరుగుతుంది? (452),16. What happens if you place a potted plant next to a window in your living room? (452),ted
17. మన శరీరంలోని చర్యలన్నింటినీ మెదడు నియంత్రిస్తే ఏం జరుగుతుంది? (452),17. What would happen if the brain controlled all the actions of our body? (452),ted
18. డాక్టర్‌ను కలిపినపుడు చర్యలన్నింటినీ మెదడు నియంత్రిస్తే ఏం జరుగుతుంది? (452),18. What would happen if the brain controlled all actions when the doctor was involved? (452),tides
